Material,Created On,Created At Time,Created by,Last Change,Changed by,Compl. maint. status,Maintenance status,DF at client level,Material type,Industry Sector,Material Group,Old material number,Base Unit of Measure,Order Unit,Document,Document type,Doc. Version,Page format,Document change no.,Page number,Number of sheets,Prod./insp. memo,Page format,Size/dimensions,Basic material,Industry Std Desc.,Lab/Office,Purchasing value key,Gross weight,Net weight,Weight unit,Volume,Volume unit,Container reqmts,Storage conditions,Temp. conditions,Low-Level Code,Transportation Group,Haz. material number,Division,Competitor,EAN Number,Number of GR slips,Procurement rule,Source of supply,Season,Label type,Label form,Field deactivated,EAN/UPC,EAN category,Length,Width,Height,Unit of Dimension,Product hierarchy,Stock Transfer Net Change Costing,CAD Indicator,QM in Procur. Active,Allowed pkg weight,Unit of weight,Allowed pkg volume,Volume unit,Excess wt tolerance,Excess volume tol.,Variable Purchase Order Unit,Revision Level Assgd,Material is configurable,Batch management,Packaging Mat. Type,Maximum level,Stackability factor,Matl Grp Pack.Matls,Authorization Group,Valid From,Valid to,Season Year,Price Band Category,With empties BOM,Ext. Material Group,Cross-plant CM,Material Category,Co-product,Follow-up material,Pricing Ref. Matl,X-Plant Material Status,X-distr.chain status,Valid from,Valid from,Tax classification,Catalog Profile,Min. Rem. Shelf Life,Total shelf life,Storage percentage,Content unit,Net contents,ComparisonPriceUnit,Labeling matl grpg,Gross contents,Conversion Method,Internal object no.,Environmentally rlvt,Product allocation,Pricing profile,Qual.f.FreeGoodsDis.,Manufacturer Part No.,Manufacturer,Int. material number,Mfr part profile,Units of meas. usage,Rollout,DG indicator profile,Highly viscous,In bulk/liquid,Serialization level,Closed,Appr.Batch Recd Req.,Assign effect. vals,Material completion level,Period Ind. for SLED,Rounding rule SLED,Product Composition,Gen. item cat. grp,Logistical variants,Material is locked,Indicator for relevance in CM,Assortment List Type,Expiration Date,EAN Variant,Generic Material,Reference matl for packing,GDS-Relevant,Origin Acceptance,Standard HU Type,Pilferable,WH Storage Condition,WH Material Group,Handling Indicator,Relevant for HS,Handling Unit Type,Varb. Tare Weight,Maximum Capacity,Overcapacity Toler.,Max. Pack. Length,Max. Pack. Width,Max. Pack. Height,Unit of Measurement,Country of origin,Material freight grp,Quarant. Per.,Quarantine Time Unit,Quality Inspection Group,Serial No. Profile,Form Name,Logistics Unit of Measure,Material Is a CW Material,CW Profile for CW Quantity,Catch Weight Tolerance Group,Adjustment Profile (Merchandise Distr.),Intellectual Property,Variant Price Allowed,Medium,Commodity,Cont. Non-Textile Parts of Animal Origin,Textile Composition Maintenance Active,Last Changed Time,Material,Chemical Compliance Relevance Indicator,Category of a Logistical Material,Material Number of Sales Material,Identification Tag Type,Segmentation Structure,Segmentation Strategy,Segmentation Status,Segmentation Strategy Scope,Segmentation Relevant,ANP Code,Protected Species Management Code,Fashion Attribute 1,Fashion Attribute 2,Fashion Attribute 3,Season Usage,Season Active in Inventory Management,Material Conv. ID,Dummy Field,Custom Field: High Risk ?,Custom Field: Risk Mitigation,Custom Field: Risk Reason,Product,Product ID,Maturation Time,Reqd Min. Shelf Life,Reqd Max. Shelf Life,Preferred Unit of Measure,Reference Product for Package Building,Product Shape,Product Orientation Profile,Overhang Threshold [%],Bridge Threshold [%],Maximum Slope for Bridges [ ],Absolute Height Threshold,UoM of Absolute Height Threshold,Product for Kit-to-Order,Procure to Order,Push Deployment from Supplier,Inventory Balancing Not Allowed,DRP: Global Stock on Entry Location,Excl. from Express Shipm.,Material Is Activated for CW,Valuation UoM,CW Tolerance Group,Fixed Tare,Ref.Unit of Measure TARE Calculation,Loading Units,Loading Unit Group,Structure Category,Tolerance Type ID,Counting Group,DSD Grouping,Cable Diameter,Unit for Dimensions,Cable Diameter Allowance in Percent,Bending Factor,Inner Width,Outer Diameter,Core Diameter,Load Capacity,R-O Flange Thick.,R-O Flange Height,Coil Delivery,Run-Out Flange,No. Vertical Layers,Smallest Permitted Clearance,Serialization Type,Synchronization Active,Last Synchronization Time,Indicator Changed Since Integration,Profile Relevant Country,Product Category,Tilting Allowed,No Stacking,Only Bottom Layer,Only Top Layer,Stacking Factor,Load without PKM,PKM Overhang Depth,PKM Overhang Width,Max. Stacking Height,Min. Stacking Height,Max.StackH Tolerance,No. Mat / Closed PKM,VSO Unit of Measure,Closed PKM Required,Packaging Code,DG Packaging Status,Duration of Work,Unit,Service Profile,Response Prof.,Billing Cycle,Billing Cycle Determination Rule ID,Assignment Schema,Material Condition Mgmt,Return Code,Return to Logistics Level,NATO Stock Number,Interchangeability Code for Ammunition,RIC ID,Overlength Part Number,Spare Part Class Code,Variable ObjectID,MS Book Part Number,SU Batch Default Value,Goods Rcpt to Posted Single-Unit Bch,Form-Fit-Function class,Supersession chain number,Creation Status,Int. Char. Number,Int. Char. Number,Int. Char. Number,Color,Main Size,Second Size,Free Charact. Value,Care Code,Brand,Component 1,Percentage Share 1,Component 2,Percentage Share 2,Component 3,Percentage Share 3,Component 4,Percentage Share 4,Component 5,Percentage Share 5,Fashion Grade,Material description,Material description
NS0002,10/5/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KEVB,KEVB,,NLAG,M,YBMM01,,PC,,,,,,,,0,,,,,,,,0,0,KG,0.000,,,,,,,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NLAG,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,4:43:55 PM,NS0002,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB33A238C39FE33,2joT4oH87jUgipeZZ3d{Cm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Non-Stock Material 02,NON-STOCK MATERIAL 02
QM001,10/5/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KLVDQBEZX,KLVDQBE,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,7,3,KG,0.000,,,,,,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:25:11 PM,QM001,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481EE7AAC0A50202323BB1,2joT4oH87kUgmAK20Z8xiG,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,QM Regular,QM REGULAR
QM002,10/5/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KLVDQBEZX,KLVDQBE,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,7,3,KG,0.000,,,,,,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,X,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:25:12 PM,QM002,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481EE7AAC0A597885EDBB1,2joT4oH87kUgmAMNY5xRiG,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,QM Q-Info-Record,QM Q-INFO-RECORD
QM003,10/5/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KLVDQBEZX,KLVDQBE,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,7,3,KG,0.000,,,,,,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:25:12 PM,QM003,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481EE7AAC0A5FCD5459BB3,2joT4oH87kUgmANyrKMRim,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,QM Dynamic Modification,QM DYNAMIC MODIFICATION
QM004,10/5/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KLVDQBEZX,KLVDQBE,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,7,3,KG,0.000,,,,,,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:25:12 PM,QM004,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481EE7AAC0A680B8117BB4,2joT4oH87kUgmAQ0k15xj0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,QM Sampling Scheme,QM SAMPLING SCHEME
QM005,10/9/2018,12:00:00 AM,BPINST,10/30/2018,BPINST,KLVDQBEZX,KLVDQBE,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,7,3,KG,0.000,,,,,,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,X,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,11:57:59 PM,QM005,Not Decided,,,,,,,,,0,,,,,,,,,,,,0AD0658A6F041ED8B2FF21505CD4005E,2j1bYcy47jYo}o5GNDG0NW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,QM Quality Certificate in Procurement,QM QUALITY CERTIFICATE IN PROCUREMENT
QM006,9/26/2019,12:02:05 AM,BPINST,9/27/2019,BPINST,KCVEDAGLBQZX,KCVEDAGLBQ,,HALB,M,L003,,KG,,,,,,,,0,,,,,,,,0,0,KG,0.000,,,10,,000,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,50,200,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:54:09 AM,QM006,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1EE9B7FE1BF70C590273,4aOsYzUg7kct}Xlt35a2Sm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,QM PRODUCTION BATCH,QM PRODUCTION BATCH
R-302,10/6/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KLEVDBG,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.400,KG,0.000,,,,,002,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,9:27:27 PM,R-302,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC8CF1E918BCDD6,2joT4oH87jUgoCyUaOlDrW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW302,PD","RAW302,PD"
R-311,10/9/2018,12:00:00 AM,BPINST,9/26/2019,BPINST,KLEVDBG,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.200,KG,0.000,,,,,002,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,11:42:16 PM,R-311,Not Decided,,,,,,,,,0,,,,,,,,,,,,0AD0658A6F041ED8B3814988433403E2,2j1bYcy47jYpWKc8GpG3uW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW311,PD","RAW311,PD"
R-401,10/6/2017,12:00:00 AM,BPINST,11/1/2019,S4H_DDR_DEM,KLEVDBG,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.250,KG,0.000,,,,,003,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:44:45 AM,R-401,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC8CFA1357CADD6,2joT4oH87jUgoC{XDNojrW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW401,D1","RAW401,D1"
R-410,10/9/2018,12:00:00 AM,BPINST,11/1/2019,S4H_DDR_DEM,KLEVDBG,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.400,KG,0.000,,,,,003,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:02:47 AM,R-410,Not Decided,,,,,,,,,0,,,,,,,,,,,,0AD0658A6F041ED8B3814988433423E2,2j1bYcy47jYpWKc8GpGZuW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW410,PD","RAW410,PD"
R-411,10/9/2018,12:00:00 AM,BPINST,9/26/2019,BPINST,KLEVDBG,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.250,KG,0.000,,,,,003,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,11:42:16 PM,R-411,Not Decided,,,,,,,,,0,,,,,,,,,,,,0AD0658A6F041ED8B3814988433443E2,2j1bYcy47jYpWKc8GpH3uW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW411,PD","RAW411,PD"
R-412,10/9/2018,12:00:00 AM,BPINST,11/1/2019,S4H_DDR_DEM,KLEVDBG,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.300,KG,0.000,,,,,003,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:03:17 AM,R-412,Not Decided,,,,,,,,,0,,,,,,,,,,,,0AD0658A6F041ED8B3814988433463E2,2j1bYcy47jYpWKc8GpHZuW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW412,PD","RAW412,PD"
RM09,10/5/2017,12:00:00 AM,BPINST,9/27/2019,BPINST,KLEVDBGCZX,KLEVDBGC,,ROH,M,L002,,KG,,,,,,,,0,,,,,,,,0.500,0.450,KG,0.000,,,,,002,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:38:48 AM,RM09,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB4075365AF3FB8,2joT4oH87jUgj0TJPQy}k0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Dummy Text,DUMMY TEXT
RM12,10/5/2017,12:00:00 AM,BPINST,1/16/2019,BPINST,KLEVDBGZX,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.400,KG,0.000,,,,,002,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,5:48:28 PM,RM12,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB40941AC34FFB8,2joT4oH87jUgj0b1h3J}k0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW12,PD,RepetitiveManuf.","RAW12,PD,REPETITIVEMANUF."
RM120,10/5/2017,12:00:00 AM,BPINST,1/16/2019,BPINST,KLEVDBG,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.250,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,5:48:28 PM,RM120,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB407B3C4633FB8,2joT4oH87jUgj0Upn6C}k0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW120,PD,QualityManaged","RAW120,PD,QUALITYMANAGED"
RM122,10/5/2017,12:00:00 AM,BPINST,1/16/2019,BPINST,KLEVDBGCZX,KLEVDBGC,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.300,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,5:48:28 PM,RM122,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB408362BD3FFB8,2joT4oH87jUgj0WsAzF}k0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW122,PD,Batch-Fifo,ProcureImport","RAW122,PD,BATCH-FIFO,PROCUREIMPORT"
RM124,10/5/2017,12:00:00 AM,BPINST,1/16/2019,BPINST,KLEVDBGZX,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.800,0.500,KG,0.000,,,,,002,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,5:48:28 PM,RM124,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB40895CDD5BFB8,2joT4oH87jUgj0YLpTM}k0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW124,VB,Consumption,FixedBin","RAW124,VB,CONSUMPTION,FIXEDBIN"
RM128,10/5/2017,12:00:00 AM,BPINST,1/16/2019,BPINST,KLEVDBGZX,KLEVDBG,,ROH,M,L002,,PC,,,,,,,,0,,,,,,,,0.500,0.250,KG,0.000,,,,,001,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,5:48:28 PM,RM128,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAB408FAE653DFB8,2joT4oH87jUgj0ZwvbFVk0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"RAW128,PD,Consignment","RAW128,PD,CONSIGNMENT"
